statue,raw_material,category_ids,series_01,series_02,attribute_set,grouped_sku,edp_number,sku,image_detail,icons,vender_name,number_of_flute,outside_diameter,shank_diameter,length_of_cut,length_below_shank,overall_length,corner_radius,ball_nose_radius,taper,coating,single_double,shank_type,name,description,short_description,type,product_type_id,price,qty,visibility,weight,tax_class_id
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010003,YNEAAAADF,,,New Century,2,0.03,4,0.04,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010004,YNEAAABDF,,,New Century,2,0.04,4,0.06,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010005,YNEAAACDF,,,New Century,2,0.05,4,0.07,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010006,YNEAAADDF,,,New Century,2,0.06,4,0.09,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010007,YNEAAAEDF,,,New Century,2,0.07,4,0.1,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010008,YNEAAAFDF,,,New Century,2,0.08,4,0.12,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010009,YNEAAAGDF,,,New Century,2,0.09,4,0.13,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01001,YNEAAAHDF,,,New Century,2,0.1,4,0.2,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010015,YNEAAAIDF,,,New Century,2,0.15,4,0.3,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01002,YNEAAAJDF,,,New Century,2,0.2,4,0.4,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010025,YNEAAAKDF,,,New Century,2,0.25,4,0.5,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01003,YNEAAALDF,,,New Century,2,0.3,4,0.6,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010035,YNEAAAMDF,,,New Century,2,0.35,4,0.7,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01004,YNEAAANDF,,,New Century,2,0.4,4,0.8,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010045,YNEAAAODF,,,New Century,2,0.45,4,0.9,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01005,YNEAAAPDF,,,New Century,2,0.5,4,1,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010055,YNEAAAQDF,,,New Century,2,0.55,4,1.1,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01006,YNEAAARDF,,,New Century,2,0.6,4,1.2,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010065,YNEAAASDF,,,New Century,2,0.65,4,1.3,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01007,YNEAAATDF,,,New Century,2,0.7,4,1.4,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010075,YNEAAAUDF,,,New Century,2,0.75,4,1.5,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01008,YNEAAAVDF,,,New Century,2,0.8,4,1.6,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010085,YNEAAAWDF,,,New Century,2,0.85,4,1.7,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01009,YNEAAAXDF,,,New Century,2,0.9,4,1.8,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010095,YNEAAAYDF,,,New Century,2,0.95,4,2,0,40,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01010,YNEAAAZDF,,,New Century,2,1,6,2.5,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0101003,YNEAABADF,,,New Century,2,1,6,3,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0101004,YNEAABBDF,,,New Century,2,1,6,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010104S,YNEAABCDF,,,New Century,2,1,4,2.5,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01011,YNEAABDDF,,,New Century,2,1.1,4,3,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01012,YNEAABEDF,,,New Century,2,1.2,4,3,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01013,YNEAABFDF,,,New Century,2,1.3,4,3,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01014,YNEAABGDF,,,New Century,2,1.4,4,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01015,YNEAABHDF,,,New Century,2,1.5,6,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0101506,YNEAABIDF,,,New Century,2,1.5,6,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0101508,YNEAABJDF,,,New Century,2,1.5,6,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010154S,YNEAABKDF,,,New Century,2,1.5,4,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01016,YNEAABLDF,,,New Century,2,1.6,4,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01017,YNEAABMDF,,,New Century,2,1.7,4,4,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01018,YNEAABNDF,,,New Century,2,1.8,4,5,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01019,YNEAABODF,,,New Century,2,1.9,4,5,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01020,YNEAABPDF,,,New Century,2,2,6,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0102008,YNEAABQDF,,,New Century,2,2,6,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0102010,YNEAABRDF,,,New Century,2,2,6,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010204S,YNEAABSDF,,,New Century,2,2,4,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01021,YNEAABTDF,,,New Century,2,2.1,4,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01022,YNEAABUDF,,,New Century,2,2.2,4,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01023,YNEAABVDF,,,New Century,2,2.3,4,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01024,YNEAABWDF,,,New Century,2,2.4,4,6,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01025,YNEAABXDF,,,New Century,2,2.5,6,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0102510,YNEAABYDF,,,New Century,2,2.5,6,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0102512,YNEAABZDF,,,New Century,2,2.5,6,12,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010254S,YNEAACADF,,,New Century,2,2.5,4,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01026,YNEAACBDF,,,New Century,2,2.6,4,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01027,YNEAACCDF,,,New Century,2,2.7,4,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01028,YNEAACDDF,,,New Century,2,2.8,4,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01029,YNEAACEDF,,,New Century,2,2.9,4,8,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01030,YNEAACFDF,,,New Century,2,3,6,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0103012,YNEAACGDF,,,New Century,2,3,6,12,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010304S,YNEAACHDF,,,New Century,2,3,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01031,YNEAACIDF,,,New Century,2,3.1,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01032,YNEAACJDF,,,New Century,2,3.2,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01033,YNEAACKDF,,,New Century,2,3.3,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01034,YNEAACLDF,,,New Century,2,3.4,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01035,YNEAACMDF,,,New Century,2,3.5,6,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010354S,YNEAACNDF,,,New Century,2,3.5,4,10,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01036,YNEAACODF,,,New Century,2,3.6,4,11,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01037,YNEAACPDF,,,New Century,2,3.7,4,11,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01038,YNEAACQDF,,,New Century,2,3.8,4,11,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01039,YNEAACRDF,,,New Century,2,3.9,4,11,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01040,YNEAACSDF,,,New Century,2,4,6,12,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0104016,YNEAACTDF,,,New Century,2,4,6,16,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S010404S,YNEAACUDF,,,New Century,2,4,4,12,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01045,YNEAACVDF,,,New Century,2,4.5,6,14,0,50,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01050,YNEAACWDF,,,New Century,2,5,6,15,0,60,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01055,YNEAACXDF,,,New Century,2,5.5,6,15,0,60,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01060,YNEAACYDF,,,New Century,2,6,6,15,0,60,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01065,YNEAACZDF,,,New Century,2,6.5,8,18,0,60,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01070,YNEAADADF,,,New Century,2,7,8,20,0,65,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01075,YNEAADBDF,,,New Century,2,7.5,8,20,0,65,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01080,YNEAADCDF,,,New Century,2,8,8,20,0,65,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01085,YNEAADDDF,,,New Century,2,8.5,10,22,0,70,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01090,YNEAADEDF,,,New Century,2,9,10,22,0,70,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01095,YNEAADFDF,,,New Century,2,9.5,10,24,0,70,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01100,YNEAADGDF,,,New Century,2,10,10,25,0,70,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01105,YNEAADHDF,,,New Century,2,10.5,12,26,0,80,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01110,YNEAADIDF,,,New Century,2,11,12,30,0,80,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01115,YNEAADJDF,,,New Century,2,11.5,12,30,0,80,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01120,YNEAADKDF,,,New Century,2,12,12,30,0,80,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01130,YNEAADLDF,,,New Century,2,13,12,35,0,90,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S01140,YNEAADMDF,,,New Century,2,14,16,35,0,100,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0114012S,YNEAADNDF,,,New Century,2,14,12,35,0,100,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
1,CARBIDE,"3,7,16,17,18",3S MILL,CG3S01,EM_square,GR-EM-CG3S01,CG3S0114014S,YNEAADODF,,,New Century,2,14,14,35,0,100,,,,MULTI-1,SINGLE,PLAIN,3S MILL 2FL 30deg. Helix E/M,,,simple,simple,8000000,10,1,1,4
