edp_number,sku,grouped_skus,image_detail,icons,vender_name,category_ids,series_01,series_02,outside_diameter,shank_diameter,flute_length,overall_length,morse_taper_no,surface_treatment,pilot_length,shank_type,point_angle,c_sink_angle,standard,raw_material,attribute_set,name (CHINESE),name (ENGLISH),type,product_type_id,description,price,short_description,status,qty,image,weight,tax_class_id,visibility
GR-SD-D1205,GR-SD-D1205,"YNDLANGDF,YNDLANHDF,YNDLANIDF,YNDLANJDF,YNDLANKDF,YNDLANLDF,YNDLANMDF,YNDLANNDF,YNDLANODF,YNDLANPDF,YNDLANQDF,YNDLANRDF,YNDLANSDF,YNDLANTDF,YNDLANUDF,YNDLANVDF,YNDLANWDF,YNDLANXDF,YNDLANYDF,YNDLANZDF,YNDLAOADF,YNDLAOBDF,YNDLAOCDF,YNDLAODDF,YNDLAOEDF,YNDLAOFDF,YNDLAOGDF,YNDLAOHDF,YNDLAOIDF,YNDLAOJDF,YNDLAOKDF,YNDLAOLDF,YNDLAOMDF,YNDLAONDF,YNDLAOODF,YNDLAOPDF,YNDLAOQDF,YNDLAORDF,YNDLAOSDF,YNDLAOTDF,YNDLAOUDF,YNDLAOVDF,YNDLAOWDF,YNDLAOXDF,YNDLAOYDF,YNDLAOZDF,YNDLAPADF,YNDLAPBDF,YNDLAPCDF,YNDLAPDDF,YNDLAPEDF,YNDLAPFDF,YNDLAPGDF,YNDLAPHDF,YNDLAPIDF,YNDLAPJDF,YNDLAPKDF,YNDLAPLDF,YNDLAPMDF,YNDLAPNDF,YNDLAPODF,YNDLAPPDF,YNDLAPQDF,YNDLAPRDF,YNDLAPSDF,YNDLAPTDF,YNDLAPUDF,YNDLAPVDF,YNDLAPWDF,YNDLAPXDF,YNDLAPYDF,YNDLAPZDF,YNDLAQADF,YNDLAQBDF,YNDLAQCDF,YNDLAQDDF,YNDLAQEDF,YNDLAQFDF,YNDLAQGDF,YNDLAQHDF,YNDLAQIDF,YNDLAQJDF,YNDLAQKDF,YNDLAQLDF,YNDLAQMDF,YNDLAQNDF,YNDLAQODF,YNDLAQPDF,YNDLAQQDF,YNDLAQRDF,YNDLAQSDF,YNDLAQTDF,YNDLAQUDF,YNDLAQVDF,YNDLAQWDF,YNDLAQXDF,YNDLAQYDF,YNDLAQZDF,YNDLARADF,YNDLARBDF,YNDLARCDF,YNDLARDDF,YNDLAREDF,YNDLARFDF,YNDLARGDF,YNDLARHDF,YNDLARIDF,YNDLARJDF,YNDLARKDF,YNDLARLDF,YNDLARMDF,YNDLARNDF,YNDLARODF,YNDLARPDF,YNDLARQDF,YNDLARRDF,YNDLARSDF,YNDLARTDF,YNDLARUDF,YNDLARVDF,YNDLARWDF,YNDLARXDF,YNDLARYDF,YNDLARZDF,YNDLASADF,YNDLASBDF",,,YG-1,"3,8,64",Taper Shank Drill,D1205,,,,,,Steam Homo,0,0,0,0,,HSS (M2),SD_ts_drill,HSS(M2) 细长 莫氏锥柄钻头 氧化发黑处理 DIN 345,HSS(M2) Jobber Taper Shank Drill Steam Homo DIN 345,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D1206,GR-SD-D1206,"YNDLASCDF,YNDLASDDF,YNDLASEDF,YNDLASFDF,YNDLASGDF,YNDLASHDF,YNDLASIDF,YNDLASJDF,YNDLASKDF,YNDLASLDF,YNDLASMDF,YNDLASNDF,YNDLASODF,YNDLASPDF,YNDLASQDF,YNDLASRDF,YNDLASSDF,YNDLASTDF,YNDLASUDF,YNDLASVDF,YNDLASWDF,YNDLASXDF,YNDLASYDF,YNDLASZDF,YNDLATADF",,,YG-1,"3,8,64",Taper Shank Drill,D1206,,,,,,Steam Homo,0,0,0,0,,HSS (M2),SD_ts_drill,HSS(M2) 长 莫氏锥柄钻头 氧化发黑处理 DIN 341,HSS(M2) Long Taper Shank Drill Steam Homo DIN 341,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D1207,GR-SD-D1207,"YNDLATBDF,YNDLATCDF,YNDLATDDF,YNDLATEDF,YNDLATFDF,YNDLATGDF,YNDLATHDF,YNDLATIDF,YNDLATJDF,YNDLATKDF,YNDLATLDF,YNDLATMDF,YNDLATNDF,YNDLATODF,YNDLATPDF,YNDLATQDF,YNDLATRDF,YNDLATSDF,YNDLATTDF,YNDLATUDF,YNDLATVDF,YNDLATWDF,YNDLATXDF,YNDLATYDF,YNDLATZDF,YNDLAUADF,YNDLAUBDF,YNDLAUCDF,YNDLAUDDF,YNDLAUEDF,YNDLAUFDF,YNDLAUGDF,YNDLAUHDF,YNDLAUIDF,YNDLAUJDF,YNDLAUKDF,YNDLAULDF,YNDLAUMDF,YNDLAUNDF,YNDLAUODF,YNDLAUPDF,YNDLAUQDF,YNDLAURDF,YNDLAUSDF,YNDLAUTDF,YNDLAUUDF,YNDLAUVDF,YNDLAUWDF,YNDLAUXDF,YNDLAUYDF,YNDLAUZDF,YNDLAVADF,YNDLAVBDF,YNDLAVCDF",,,YG-1,"3,8,64",Taper Shank Drill,D1207,,,,,,Steam Homo,0,0,0,0,,HSS (M2),SD_ts_drill,HSS(M2) 长 莫氏锥柄钻头,HSS(M2) Long Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2201,GR-SD-D2201,"YNDLAVDDF,YNDLAVEDF,YNDLAVFDF,YNDLAVGDF,YNDLAVHDF,YNDLAVIDF,YNDLAVJDF,YNDLAVKDF,YNDLAVLDF,YNDLAVMDF,YNDLAVNDF,YNDLAVODF,YNDLAVPDF,YNDLAVQDF,YNDLAVRDF,YNDLAVSDF,YNDLAVTDF,YNDLAVUDF,YNDLAVVDF,YNDLAVWDF,YNDLAVXDF,YNDLAVYDF,YNDLAVZDF,YNDLAWADF,YNDLAWBDF,YNDLAWCDF,YNDLAWDDF,YNDLAWEDF,YNDLAWFDF,YNDLAWGDF,YNDLAWHDF,YNDLAWIDF,YNDLAWJDF,YNDLAWKDF,YNDLAWLDF,YNDLAWMDF,YNDLAWNDF,YNDLAWODF,YNDLAWPDF,YNDLAWQDF,YNDLAWRDF,YNDLAWSDF,YNDLAWTDF,YNDLAWUDF,YNDLAWVDF,YNDLAWWDF,YNDLAWXDF,YNDLAWYDF,YNDLAWZDF,YNDLAXADF,YNDLAXBDF,YNDLAXCDF,YNDLAXDDF,YNDLAXEDF,YNDLAXFDF,YNDLAXGDF,YNDLAXHDF,YNDLAXIDF,YNDLAXJDF,YNDLAXKDF,YNDLAXLDF,YNDLAXMDF,YNDLAXNDF,YNDLAXODF,YNDLAXPDF,YNDLAXQDF,YNDLAXRDF,YNDLAXSDF,YNDLAXTDF",,,YG-1,"3,8,64",Taper Shank Drill,D2201,,,,,,Steam Homo,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 常规 莫氏锥柄钻头,HSSCo8(M42) Regular Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2202,GR-SD-D2202,"YNDLAXUDF,YNDLAXVDF,YNDLAXWDF,YNDLAXXDF,YNDLAXYDF,YNDLAXZDF,YNDLAYADF,YNDLAYBDF,YNDLAYCDF,YNDLAYDDF,YNDLAYEDF,YNDLAYFDF,YNDLAYGDF,YNDLAYHDF,YNDLAYIDF,YNDLAYJDF,YNDLAYKDF,YNDLAYLDF,YNDLAYMDF,YNDLAYNDF,YNDLAYODF,YNDLAYPDF,YNDLAYQDF,YNDLAYRDF,YNDLAYSDF,YNDLAYTDF,YNDLAYUDF,YNDLAYVDF,YNDLAYWDF,YNDLAYXDF,YNDLAYYDF,YNDLAYZDF,YNDLAZADF,YNDLAZBDF,YNDLAZCDF,YNDLAZDDF,YNDLAZEDF",,,YG-1,"3,8,64",Taper Shank Drill,D2202,,,,,,0,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 长 莫氏锥柄钻头,HSSCo8(M42) Long Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2203,GR-SD-D2203,"YNDLAZFDF,YNDLAZGDF,YNDLAZHDF,YNDLAZIDF,YNDLAZJDF,YNDLAZKDF,YNDLAZLDF,YNDLAZMDF,YNDLAZNDF,YNDLAZODF,YNDLAZPDF",,,YG-1,"3,8,64",Taper Shank Drill,D2203,,,,,,Steam Homo,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 长 莫氏锥柄钻头,HSSCo8(M42) Long Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2204,GR-SD-D2204,"YNDLAZQDF,YNDLAZRDF,YNDLAZSDF,YNDLAZTDF,YNDLAZUDF,YNDLAZVDF,YNDLAZWDF,YNDLAZXDF,YNDLAZYDF,YNDLAZZDF,YNDLBAADF,YNDLBABDF,YNDLBACDF,YNDLBADDF,YNDLBAEDF,YNDLBAFDF,YNDLBAGDF,YNDLBAHDF,YNDLBAIDF,YNDLBAJDF,YNDLBAKDF,YNDLBALDF,YNDLBAMDF,YNDLBANDF,YNDLBAODF,YNDLBAPDF,YNDLBAQDF,YNDLBARDF,YNDLBASDF,YNDLBATDF,YNDLBAUDF,YNDLBAVDF,YNDLBAWDF,YNDLBAXDF,YNDLBAYDF,YNDLBAZDF,YNDLBBADF,YNDLBBBDF,YNDLBBCDF,YNDLBBDDF,YNDLBBEDF,YNDLBBFDF,YNDLBBGDF,YNDLBBHDF,YNDLBBIDF,YNDLBBJDF,YNDLBBKDF,YNDLBBLDF,YNDLBBMDF,YNDLBBNDF,YNDLBBODF,YNDLBBPDF,YNDLBBQDF,YNDLBBRDF",,,YG-1,"3,8,64",Taper Shank Drill,D2204,,,,,,0,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 长 莫氏锥柄钻头,HSSCo8(M42) Long Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2207,GR-SD-D2207,"YNDLBBSDF,YNDLBBTDF,YNDLBBUDF,YNDLBBVDF,YNDLBBWDF,YNDLBBXDF,YNDLBBYDF,YNDLBBZDF,YNDLBCADF,YNDLBCBDF,YNDLBCCDF,YNDLBCDDF,YNDLBCEDF,YNDLBCFDF,YNDLBCGDF,YNDLBCHDF,YNDLBCIDF,YNDLBCJDF,YNDLBCKDF,YNDLBCLDF,YNDLBCMDF,YNDLBCNDF,YNDLBCODF,YNDLBCPDF,YNDLBCQDF,YNDLBCRDF,YNDLBCSDF,YNDLBCTDF,YNDLBCUDF,YNDLBCVDF,YNDLBCWDF,YNDLBCXDF,YNDLBCYDF,YNDLBCZDF,YNDLBDADF,YNDLBDBDF,YNDLBDCDF,YNDLBDDDF,YNDLBDEDF,YNDLBDFDF,YNDLBDGDF,YNDLBDHDF,YNDLBDIDF,YNDLBDJDF,YNDLBDKDF,YNDLBDLDF,YNDLBDMDF,YNDLBDNDF,YNDLBDODF,YNDLBDPDF,YNDLBDQDF,YNDLBDRDF,YNDLBDSDF,YNDLBDTDF",,,YG-1,"3,8,64",Taper Shank Drill,D2207,,,,,,0,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 长 莫氏锥柄钻头,HSSCo8(M42) Long Taper Shank Drill Steam Homo,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2208,GR-SD-D2208,"YNDLBDUDF,YNDLBDVDF,YNDLBDWDF,YNDLBDXDF,YNDLBDYDF,YNDLBDZDF,YNDLBEADF,YNDLBEBDF,YNDLBECDF,YNDLBEDDF,YNDLBEEDF,YNDLBEFDF,YNDLBEGDF,YNDLBEHDF,YNDLBEIDF,YNDLBEJDF,YNDLBEKDF,YNDLBELDF,YNDLBEMDF,YNDLBENDF,YNDLBEODF,YNDLBEPDF,YNDLBEQDF,YNDLBERDF,YNDLBESDF,YNDLBETDF,YNDLBEUDF,YNDLBEVDF,YNDLBEWDF,YNDLBEXDF,YNDLBEYDF,YNDLBEZDF,YNDLBFADF,YNDLBFBDF,YNDLBFCDF,YNDLBFDDF,YNDLBFEDF,YNDLBFFDF,YNDLBFGDF,YNDLBFHDF,YNDLBFIDF,YNDLBFJDF,YNDLBFKDF,YNDLBFLDF,YNDLBFMDF,YNDLBFNDF,YNDLBFODF,YNDLBFPDF,YNDLBFQDF,YNDLBFRDF,YNDLBFSDF,YNDLBFTDF,YNDLBFUDF,YNDLBFVDF",,,YG-1,"3,8,64",Taper Shank Drill,D2208,,,,,,0,0,0,0,0,,HSS Co8 (M42),SD_ts_drill,HSSCo8(M42) 莫氏锥柄钻头,HSSCo8(M42) Long Taper Shank Drill,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DN221,GR-SD-DN221,"YNDLBFWDF,YNDLBFXDF,YNDLBFYDF,YNDLBFZDF,YNDLBGADF,YNDLBGBDF,YNDLBGCDF,YNDLBGDDF,YNDLBGEDF,YNDLBGFDF,YNDLBGGDF,YNDLBGHDF,YNDLBGIDF,YNDLBGJDF,YNDLBGKDF,YNDLBGLDF,YNDLBGMDF,YNDLBGNDF,YNDLBGODF,YNDLBGPDF,YNDLBGQDF,YNDLBGRDF,YNDLBGSDF,YNDLBGTDF,YNDLBGUDF,YNDLBGVDF,YNDLBGWDF,YNDLBGXDF,YNDLBGYDF,YNDLBGZDF,YNDLBHADF,YNDLBHBDF,YNDLBHCDF,YNDLBHDDF,YNDLBHEDF,YNDLBHFDF,YNDLBHGDF,YNDLBHHDF,YNDLBHIDF",,,YG-1,"3,8,64",Taper Shank Drill,DN221,,,,,,TiN,0,0,0,0,,HSS Co5 (M35),SD_ts_drill,HSSCo5(M35) 短 莫氏锥柄钻头(TiN涂层),HSSCo5(M35) Short Taper Shank Drill(TiN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL608,GR-SD-DL608,"YNDLBHJDF,YNDLBHKDF,YNDLBHLDF,YNDLBHMDF,YNDLBHNDF,YNDLBHODF,YNDLBHPDF,YNDLBHQDF,YNDLBHRDF,YNDLBHSDF,YNDLBHTDF,YNDLBHUDF,YNDLBHVDF,YNDLBHWDF,YNDLBHXDF,YNDLBHYDF,YNDLBHZDF,YNDLBIADF,YNDLBIBDF,YNDLBICDF,YNDLBIDDF,YNDLBIEDF,YNDLBIFDF,YNDLBIGDF,YNDLBIHDF",,,YG-1,"3,8,64",Taper Shank Drill,DL608,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_ts_drill,HSSCo5(M35) 长 DH100-莫氏锥柄钻头 光亮色 DIN 341,HSSCo5(M35) Long DH100 Type Taper Shank Drill Bright DIN 341,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL609,GR-SD-DL609,"YNDLBIIDF,YNDLBIJDF,YNDLBIKDF,YNDLBILDF,YNDLBIMDF,YNDLBINDF,YNDLBIODF,YNDLBIPDF,YNDLBIQDF,YNDLBIRDF,YNDLBISDF,YNDLBITDF,YNDLBIUDF,YNDLBIVDF,YNDLBIWDF,YNDLBIXDF,YNDLBIYDF,YNDLBIZDF,YNDLBJADF,YNDLBJBDF,YNDLBJCDF,YNDLBJDDF,YNDLBJEDF,YNDLBJFDF,YNDLBJGDF,YNDLBJHDF,YNDLBJIDF,YNDLBJJDF,YNDLBJKDF,YNDLBJLDF,YNDLBJMDF,YNDLBJNDF,YNDLBJODF,YNDLBJPDF,YNDLBJQDF,YNDLBJRDF",,,YG-1,"3,8,64",Taper Shank Drill,DL609,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_ts_drill,HSSCo5(M35) 超长 DH100-莫氏锥柄钻头 光亮色,HSSCo5(M35) Ex-Long DH100 Type Taper Shank Drill Bright,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL610,GR-SD-DL610,"YNDLBJSDF,YNDLBJTDF,YNDLBJUDF,YNDLBJVDF,YNDLBJWDF,YNDLBJXDF,YNDLBJYDF,YNDLBJZDF,YNDLBKADF,YNDLBKBDF,YNDLBKCDF,YNDLBKDDF,YNDLBKEDF,YNDLBKFDF,YNDLBKGDF,YNDLBKHDF,YNDLBKIDF,YNDLBKJDF,YNDLBKKDF,YNDLBKLDF,YNDLBKMDF,YNDLBKNDF,YNDLBKODF,YNDLBKPDF,YNDLBKQDF,YNDLBKRDF,YNDLBKSDF,YNDLBKTDF,YNDLBKUDF,YNDLBKVDF,YNDLBKWDF,YNDLBKXDF,YNDLBKYDF,YNDLBKZDF,YNDLBLADF",,,YG-1,"3,8,64",Taper Shank Drill,DL610,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_ts_drill,HSSCo5(M35) 超长 DH100-莫氏锥柄钻头 光亮色 DIN 1870/2,HSSCo5(M35) Ex-Long DH100 Type Taper Shank Drill Bright DIN 1870/2,grouped,grouped,,888888,,Enable,10,,1,4,4
